#Linear Position. Run #14
#Time ( s )	Linear Position ( m )
28.5500	-0.598
28.5750	-0.598
28.6000	-0.636
28.6250	-0.673
28.6500	-0.710
28.6750	-0.748
28.7000	-0.822
28.7250	-0.897
28.7500	-0.935
28.7750	-1.009
28.8000	-1.084
28.8250	-1.122
28.8500	-1.196
28.8750	-1.271
28.9000	-1.308
28.9250	-1.346
28.9500	-1.383
28.9750	-1.458
29.0000	-1.495
29.0250	-1.570
29.0500	-1.645
29.0750	-1.682
29.1000	-1.720
29.1250	-1.794
29.1500	-1.832
29.1750	-1.869
29.2000	-1.869
29.2250	-1.907
29.2500	-1.907
29.2750	-1.907
29.3000	-1.944
29.3250	-1.981
29.3500	-1.981
29.3750	-1.981
29.4000	-2.019
29.4250	-2.019
29.4500	-2.019
29.4750	-2.019
29.5000	-2.019
29.5250	-2.019
29.5500	-2.019
29.5750	-2.019
29.6000	-2.019
29.6250	-2.019
29.6500	-1.981
29.6750	-1.981
29.7000	-1.981
29.7250	-1.944
29.7500	-1.907
29.7750	-1.869
29.8000	-1.832
29.8250	-1.794
29.8500	-1.757
29.8750	-1.720
29.9000	-1.645
29.9250	-1.608
29.9500	-1.533
29.9750	-1.458
30.0000	-1.421
30.0250	-1.346
30.0500	-1.308
30.0750	-1.234
30.1000	-1.196
30.1250	-1.122
30.1500	-1.084
30.1750	-1.009
30.2000	-0.972
30.2250	-0.897
30.2500	-0.822
30.2750	-0.785
30.3000	-0.710
30.3250	-0.673
30.3500	-0.636
30.3750	-0.598
30.4000	-0.561
30.4250	-0.561
30.4500	-0.523
30.4750	-0.523
30.5000	-0.486
30.5250	-0.486
30.5500	-0.449
30.5750	-0.449
30.6000	-0.449
30.6250	-0.449
30.6500	-0.411
30.6750	-0.411
30.7000	-0.411
30.7250	-0.411
30.7500	-0.411
30.7750	-0.411
30.8000	-0.411
30.8250	-0.411
30.8500	-0.411
30.8750	-0.449
30.9000	-0.449
30.9250	-0.486
30.9500	-0.523
30.9750	-0.561
31.0000	-0.598
31.0250	-0.636
31.0500	-0.673
31.0750	-0.710
31.1000	-0.748
31.1250	-0.785
31.1500	-0.822
31.1750	-0.897
31.2000	-0.972
31.2250	-1.047
31.2500	-1.122
31.2750	-1.196
31.3000	-1.234
31.3250	-1.271
31.3500	-1.308
31.3750	-1.346
31.4000	-1.383
31.4250	-1.421
31.4500	-1.495
31.4750	-1.570
31.5000	-1.608
31.5250	-1.682
31.5500	-1.757
31.5750	-1.794
31.6000	-1.832
31.6250	-1.869
31.6500	-1.869
31.6750	-1.869
31.7000	-1.907
31.7250	-1.907
31.7500	-1.907
31.7750	-1.944
31.8000	-1.944
31.8250	-1.981
31.8500	-1.981
31.8750	-1.981
31.9000	-1.981
31.9250	-1.981
31.9500	-1.981
31.9750	-1.981
32.0000	-1.981
32.0250	-1.981
32.0500	-1.981
32.0750	-1.981
32.1000	-1.981
32.1250	-1.981
32.1500	-1.944
32.1750	-1.907
32.2000	-1.907
32.2250	-1.869
32.2500	-1.794
32.2750	-1.757
32.3000	-1.720
32.3250	-1.645
32.3500	-1.608
32.3750	-1.533
32.4000	-1.495
32.4250	-1.458
32.4500	-1.383
32.4750	-1.346
32.5000	-1.271
32.5250	-1.234
32.5500	-1.159
32.5750	-1.084
32.6000	-1.047
32.6250	-0.972
32.6500	-0.935
32.6750	-0.860
32.7000	-0.822
32.7250	-0.748
32.7500	-0.710
32.7750	-0.636
32.8000	-0.598
32.8250	-0.561
32.8500	-0.561
32.8750	-0.523
32.9000	-0.523
32.9250	-0.523
32.9500	-0.486
32.9750	-0.486
33.0000	-0.449
33.0250	-0.449
33.0500	-0.449
33.0750	-0.449
33.1000	-0.449
33.1250	-0.449
33.1500	-0.449
33.1750	-0.449
33.2000	-0.449
33.2250	-0.449
33.2500	-0.449
33.2750	-0.449
33.3000	-0.449
33.3250	-0.486
33.3500	-0.486
33.3750	-0.523
33.4000	-0.523
33.4250	-0.561
33.4500	-0.598
33.4750	-0.636
33.5000	-0.710
33.5250	-0.748
33.5500	-0.785
33.5750	-0.860
33.6000	-0.897
33.6250	-0.972
33.6500	-1.047
33.6750	-1.122
33.7000	-1.159
33.7250	-1.234
33.7500	-1.271
33.7750	-1.308
33.8000	-1.346
33.8250	-1.421
33.8500	-1.458
33.8750	-1.495
33.9000	-1.570
33.9250	-1.608
33.9500	-1.645
33.9750	-1.682
34.0000	-1.720
34.0250	-1.757
34.0500	-1.794
34.0750	-1.832
34.1000	-1.869
34.1250	-1.907
34.1500	-1.907
34.1750	-1.907
34.2000	-1.944
34.2250	-1.944
34.2500	-1.944
34.2750	-1.944
34.3000	-1.944
34.3250	-1.944
34.3500	-1.944
34.3750	-1.944
34.4000	-1.944
34.4250	-1.944
34.4500	-1.944
34.4750	-1.944
34.5000	-1.944
34.5250	-1.944
34.5500	-1.944
34.5750	-1.944
